ds,max_temp_c,rainfall_mm,is_holiday,O_positive,A_positive,B_positive,AB_positive,A_negative,B_negative,O_negative,AB_negative
2018-11-30,24.16221437832936,1.7649902101362729,0,51,44,36,14,5,4,7,2
2018-12-01,25.66781925179842,0.040243443706148074,0,56,40,38,13,4,3,8,1
2018-12-02,24.400538233091353,1.505454275651952,0,60,43,36,14,5,4,8,2
2018-12-03,23.578610179105727,0.9475465850288458,0,65,51,46,16,6,4,9,2
2018-12-04,23.94089147930376,0.8935443176792137,0,65,50,43,16,5,4,10,2
2018-12-05,24.535078931350892,0.014193064989774351,0,64,47,44,16,5,5,9,2
2018-12-06,23.420034814946796,1.6387964619329856,0,65,46,42,16,6,5,8,2
2018-12-07,23.02493360480029,0.7196498012731329,0,46,41,38,13,5,3,7,2
2018-12-08,23.95605906553357,1.0815312626010858,0,55,39,34,15,4,4,7,2
2018-12-09,23.82441943874309,1.3546013726713189,0,51,43,35,15,4,4,8,2
2018-12-10,22.94149325253802,1.4052591528758316,0,61,51,43,16,5,5,9,2
2018-12-11,22.848323052246347,1.9119601176521446,0,68,49,43,17,5,5,9,2
2018-12-12,23.424315842587475,1.0626799064732182,0,63,47,45,16,5,5,9,2
2018-12-13,21.619103389632905,0.7994391019488551,0,65,51,43,17,5,4,8,2
2018-12-14,21.53670012455167,1.9074072529834158,0,58,38,39,14,4,3,7,2
2018-12-15,22.104786641987946,1.2842204700510422,0,50,39,34,12,5,4,7,2
2018-12-16,22.49097730742328,0.5963007125531112,0,49,38,36,14,5,4,7,2
2018-12-17,22.898687457112047,0.2529284908071423,0,67,49,42,16,6,4,8,2
2018-12-18,23.94868794162947,1.6851090029303626,0,69,52,45,18,6,4,9,2
2018-12-19,23.21877349529659,0.7243632055883031,0,61,49,44,17,6,5,9,2
2018-12-20,22.091221056366166,1.3209394427288623,0,67,49,44,16,6,5,9,2
2018-12-21,22.12448524131017,0.9416328387317963,0,56,37,38,13,4,3,8,2
2018-12-22,21.03564199753604,0.3978595595900767,0,48,42,35,13,5,4,7,2
2018-12-23,21.916687400798164,1.2033732172409302,0,86,61,57,21,7,6,10,3
2018-12-24,21.5459608466207,136.58468642973304,0,69,50,42,17,5,4,9,2
2018-12-25,22.059176573098995,0.8266849197423844,1,45,34,31,11,4,3,7,2
2018-12-26,20.813514262261315,1.093229879327342,0,70,51,42,18,6,4,8,2
2018-12-27,22.06685594071054,0.8720939482371581,0,69,49,43,18,6,4,9,2
2018-12-28,22.98951721550431,1.4973443505019817,0,54,40,36,13,4,3,7,2
2018-12-29,21.25981857104403,1.655849909090625,0,53,42,40,14,5,3,7,2
2018-12-30,21.684648535005724,1.542486148066356,0,51,45,36,15,5,3,7,2
2018-12-31,21.890021951975758,0.07762589562360422,0,66,51,47,17,6,4,9,2
2019-01-01,20.718206301819233,0.3882575408919444,0,70,51,46,17,5,4,9,2
2019-01-02,21.265699574461326,1.0732150185275486,0,67,51,44,18,5,4,8,2
2019-01-03,20.979034377534948,1.8696440808876025,0,61,50,48,19,6,5,10,2
2019-01-04,20.99162979760667,1.6699135501042337,0,60,40,38,14,5,4,7,2
2019-01-05,20.051153955550596,1.6850690167036033,0,56,41,36,13,5,4,8,2
2019-01-06,20.781602952328008,0.6064163875193498,0,55,40,38,14,5,4,7,2
2019-01-07,21.190758980865656,0.8588957941574051,0,180,134,117,44,15,12,24,6
2019-01-08,22.08233014484073,0.9414118946318748,0,72,48,41,17,6,4,9,2
2019-01-09,21.531659392181,0.31474316669982083,0,59,54,47,17,5,4,9,2
2019-01-10,22.66956665738984,0.06213626048891263,0,69,53,47,16,6,5,8,2
2019-01-11,19.695842470807495,1.8938057989210337,0,52,42,41,13,5,3,7,2
2019-01-12,21.285142466847716,0.48142517132701346,0,57,42,38,15,5,4,8,2
2019-01-13,20.548636520096863,0.4798978074472626,0,56,41,37,13,5,4,8,2
2019-01-14,22.51042510297703,0.16675810753751907,0,70,51,47,18,6,5,9,2
2019-01-15,19.470519748354235,1.857015503887557,0,66,53,47,15,6,4,8,2
2019-01-16,19.40017265149554,1.159474229879544,0,62,49,48,16,5,5,9,2
2019-01-17,19.604470438101078,1.3340737142507078,0,66,47,45,17,6,5,8,2
2019-01-18,18.04683875589037,1.823153774526105,0,57,43,37,14,5,3,7,2
2019-01-19,19.61476347868093,0.691240337801579,0,59,43,36,15,5,4,8,2
2019-01-20,19.354091436122896,1.2430146222761682,0,52,39,38,14,5,4,8,2
2019-01-21,20.23925314654166,0.07759890945777492,0,71,49,42,17,6,5,9,2
2019-01-22,20.409187483103015,0.37354505646225866,0,66,49,47,17,6,5,9,2
2019-01-23,21.92511772820891,1.662491610179885,0,69,49,46,16,5,5,8,2
2019-01-24,20.98383482064435,1.5335367126766715,0,96,73,66,25,8,6,13,3
2019-01-25,19.443924735683677,0.7012853829142938,0,56,41,37,13,5,3,7,2
2019-01-26,19.112788172801306,0.753621255548425,1,38,25,27,9,3,2,4,1
2019-01-27,20.496456364632934,1.067108867107159,0,52,40,39,14,5,3,7,2
2019-01-28,18.68060020643198,0.0004820093702690986,0,66,50,44,16,5,4,10,2
2019-01-29,21.831551368492452,0.4824886720760557,0,68,51,44,17,5,5,9,2
2019-01-30,21.18175510092238,0.4164636172164289,0,75,50,43,17,6,5,9,2
2019-01-31,19.53832423549846,0.5009658934995269,0,65,53,46,18,5,4,9,2
2019-02-01,18.302511259353484,1.6118116850668827,0,62,43,35,13,4,4,7,2
2019-02-02,21.380622643083857,0.5593477130928863,0,62,38,39,14,5,4,7,2
2019-02-03,19.92627019327559,0.3830426441002963,0,56,43,40,13,5,4,7,2
2019-02-04,21.29563724303394,1.008526921586063,0,67,52,43,18,6,4,9,2
2019-02-05,18.483350247026312,1.7312900727454639,0,66,50,45,18,6,4,9,2
2019-02-06,19.501300026172697,0.48269940767499975,0,68,47,45,17,6,5,9,2
2019-02-07,20.13174927577832,0.1570724855855974,0,64,51,47,16,6,4,9,2
2019-02-08,20.20224242624382,0.7128094716993294,0,56,42,40,15,5,4,7,2
2019-02-09,19.73686982580466,1.4953036491299556,0,60,39,34,13,5,4,8,2
2019-02-10,20.84436651729093,1.1013810893895892,0,54,39,37,13,5,4,7,2
2019-02-11,19.191375018893204,1.633586739148695,0,67,51,45,16,6,4,9,2
2019-02-12,20.156981296463634,1.919184295218468,0,63,50,42,17,5,4,9,2
2019-02-13,20.46289625516335,1.585324953503234,0,69,50,44,17,6,4,9,2
2019-02-14,20.90314099533574,1.2076061576875068,0,69,51,46,15,6,5,9,2
2019-02-15,21.149266612169836,0.986683176104761,0,56,39,37,15,4,4,7,2
2019-02-16,19.364792745210593,0.08013817269653334,0,55,41,34,14,4,4,8,2
2019-02-17,19.00992195499295,1.9686439576280825,0,55,43,43,13,4,4,7,2
2019-02-18,21.879116242479554,0.766962245150085,0,69,50,46,17,6,5,9,2
2019-02-19,20.99394172375034,0.3044564278337336,0,68,47,45,18,6,4,9,2
2019-02-20,19.97609662765148,1.3334177107929135,0,69,50,43,17,6,5,9,2
2019-02-21,22.341439098356176,0.5685765781909187,0,68,48,46,18,5,5,9,2
2019-02-22,20.974394752439522,1.1715565418620952,0,59,42,37,13,4,4,8,2
2019-02-23,22.10915905603747,1.1735358156891824,0,58,43,33,14,4,4,7,2
2019-02-24,21.071209784887674,0.8914596418057383,0,56,38,35,13,5,4,7,2
2019-02-25,23.140934460286502,1.6722372310900853,0,72,53,47,18,6,5,9,2
2019-02-26,22.914665743009568,0.5299341231108861,0,69,48,49,17,6,5,9,2
2019-02-27,20.992118800078494,0.8972651832354683,0,72,54,46,19,6,4,9,2
2019-02-28,22.297007403658387,1.075384257181943,0,70,51,47,17,6,5,9,2
2019-03-01,22.05773636682712,137.79056973336628,0,75,58,54,20,7,6,10,3
2019-03-02,22.870460642257072,1.567943701011179,0,90,62,57,21,8,5,12,3
2019-03-03,20.628892483075113,0.7896145657565121,0,56,43,39,15,5,4,7,2
2019-03-04,22.37434519634036,1.292093888193192,1,48,35,35,12,4,3,6,2
2019-03-05,22.843658953825447,0.30122190613703825,0,69,51,48,17,5,4,9,2
2019-03-06,20.125869923503277,1.8652962010849572,0,67,54,43,17,6,5,9,2
2019-03-07,20.803130605587462,0.7661176128420071,0,68,49,45,17,6,5,10,2
2019-03-08,20.051311254672125,1.4590428439528769,0,54,42,38,13,5,4,8,2
2019-03-09,21.92763465484769,0.040682163764355295,0,60,45,37,14,4,4,7,2
2019-03-10,23.023393986956584,0.410374285809614,0,55,42,38,14,5,4,7,2
2019-03-11,23.919298967310404,0.974165088647156,0,67,47,47,17,5,5,8,2
2019-03-12,22.60437390345422,1.756504935464693,0,65,52,47,18,6,4,8,2
2019-03-13,24.274445315931438,1.0545102999013543,0,69,48,49,18,6,5,9,2
2019-03-14,21.383458158825984,1.859740964587758,0,68,54,45,16,6,5,8,2
2019-03-15,21.1800513378271,0.9675937931655927,0,167,123,108,41,14,11,23,5
2019-03-16,22.94986903058691,0.9808981934718999,0,53,49,38,13,5,4,8,2
2019-03-17,23.513537776702638,0.23949357700106377,0,51,45,41,14,5,3,7,2
2019-03-18,23.22286906357645,1.6053124883044396,0,70,49,44,17,6,4,9,2
2019-03-19,21.316211717537342,0.493930824934125,0,72,51,47,17,5,5,9,2
2019-03-20,23.424584350137398,1.7992249787446302,0,65,53,47,18,5,4,9,2
2019-03-21,22.341207490593373,1.8216484406607922,0,73,53,46,15,6,5,8,2
2019-03-22,24.449205064421363,1.8866202237482994,0,57,43,37,14,5,4,8,2
2019-03-23,24.281829544945587,1.04046097820618,0,56,45,35,14,5,3,7,2
2019-03-24,23.11285334406501,1.3541875695672887,0,55,42,33,14,5,4,7,2
2019-03-25,23.6781303481253,1.557031760123327,0,64,50,43,16,6,5,9,2
2019-03-26,23.27376891519987,0.2620292373009312,0,71,50,44,18,6,4,10,2
2019-03-27,24.41296777105063,1.2019143899949944,0,65,53,47,18,6,5,9,2
2019-03-28,25.57509060511824,0.06859580260662335,0,65,52,45,17,6,4,9,2
2019-03-29,23.780117880008955,0.9951321667774518,0,59,43,36,15,5,4,7,2
2019-03-30,25.4173370769968,0.3096853632404548,0,50,44,35,13,5,4,8,2
2019-03-31,24.531986880027787,0.3658458519241694,0,51,37,39,13,5,4,7,2
2019-04-01,24.41978876657977,0.730095133385203,0,68,52,48,18,6,4,9,2
2019-04-02,25.257466931016936,0.864874333433006,0,69,51,47,16,6,4,9,2
2019-04-03,24.482464260176517,1.2463448490643745,0,69,55,46,18,6,5,10,2
2019-04-04,25.118594769148505,0.14885683687703133,0,67,47,42,17,6,5,9,2
2019-04-05,24.63018608128798,1.0073835224748893,0,63,45,36,14,4,4,8,2
2019-04-06,27.949845240856657,0.36525026050620224,0,55,42,41,16,5,4,8,2
2019-04-07,26.178629489535655,1.1479503500634838,0,55,43,39,13,5,4,7,2
2019-04-08,25.603029063100685,1.274809224522367,0,65,55,42,17,5,4,9,2
2019-04-09,26.677218688970505,1.1134185131057077,0,68,52,45,18,6,5,9,2
2019-04-10,26.512442954368037,1.4765910209566153,0,70,52,46,18,5,5,9,2
2019-04-11,26.566333783543133,0.6712184884818027,0,71,51,44,17,6,5,9,2
2019-04-12,27.564954453480535,1.5302131832662618,0,51,41,33,14,5,4,7,2
2019-04-13,27.872683381241217,0.8655341634163873,0,55,42,37,14,5,4,8,2
2019-04-14,26.749917277048418,0.9683689966451936,0,57,40,36,15,5,4,8,2
2019-04-15,26.87064880819345,1.2962042545221428,0,100,73,64,24,8,6,12,3
2019-04-16,27.33822064278886,0.03671676799844792,0,68,46,44,17,6,4,9,2
2019-04-17,25.47886370522276,1.3079884428404966,1,79,59,52,19,6,5,11,3
2019-04-18,26.433763939115256,1.2371702981442307,0,65,51,45,17,6,4,9,2
2019-04-19,29.484607169012083,0.6196942335065598,1,40,26,22,9,3,2,5,1
2019-04-20,29.93203627168651,0.17158856979897896,0,59,42,37,13,5,4,8,2
2019-04-21,28.20787575380081,0.1818708998260823,0,52,39,34,13,4,4,7,2
2019-04-22,29.203769241923116,1.8464474939704572,0,65,55,46,15,6,5,9,2
2019-04-23,29.10916970555001,1.3785586424516743,0,65,51,39,16,5,5,9,2
2019-04-24,32.04786383398089,0.2542052275414808,0,70,51,45,18,6,4,9,2
2019-04-25,30.25992692406011,0.7134463386178127,0,64,49,47,18,5,4,9,2
2019-04-26,29.184058140496035,1.1849659878031928,0,55,42,35,14,4,4,7,2
2019-04-27,28.528262887167035,1.6711434101812974,0,57,45,39,14,5,4,7,2
2019-04-28,28.04933756351497,0.08732185742601706,0,56,44,40,14,5,4,8,2
2019-04-29,30.031330074308876,0.4732662629400177,0,69,53,39,18,6,5,9,2
2019-04-30,29.243649254715695,1.77949798059076,0,65,52,45,17,6,5,9,2
2019-05-01,28.749879851960674,0.01833110036763297,0,70,50,39,18,6,4,9,2
2019-05-02,29.69764323198493,0.4027982055877748,0,66,48,45,17,6,5,9,2
2019-05-03,29.434648668618145,1.918048351945932,0,55,41,37,15,4,4,7,2
2019-05-04,32.37516590309576,1.2268036930443422,0,57,41,32,15,5,3,7,2
2019-05-05,31.741287744323916,0.5233427332750129,0,56,44,41,15,5,4,8,2
2019-05-06,31.02304433315773,0.1339821887916952,0,68,52,46,15,5,5,9,2
2019-05-07,32.682024587883554,0.056382680894444315,0,66,54,44,18,6,4,8,2
2019-05-08,31.450156028780267,0.48949015927385453,0,67,54,48,17,6,5,9,2
2019-05-09,30.681804005314547,1.762971639177821,0,68,50,42,17,6,5,9,2
2019-05-10,33.23605551908443,0.831827308595019,0,52,38,35,13,5,4,7,2
2019-05-11,32.4211771421171,1.440666738331986,0,54,45,33,14,5,4,7,2
2019-05-12,31.013798844359737,1.8365700707599155,0,57,45,41,14,4,4,7,2
2019-05-13,32.02887645195805,0.8160809232056332,0,64,48,46,16,5,5,9,3
2019-05-14,31.51110940667474,0.3825547420747941,0,71,54,47,16,5,5,8,2
2019-05-15,31.170733220197533,1.034235861713839,0,72,52,46,17,6,5,10,2
2019-05-16,33.6457591228727,1.8161673741197089,0,94,74,66,25,9,6,13,3
2019-05-17,34.79424096927622,1.6087488282754012,0,60,45,37,14,5,3,7,2
2019-05-18,31.65064467274375,0.13165968672630757,1,35,30,24,10,2,2,5,1
2019-05-19,33.775665853614214,1.3851456001551636,0,57,43,37,14,5,4,7,2
2019-05-20,32.72458642681931,1.1437950449179075,0,66,52,44,17,5,4,9,2
2019-05-21,33.04963583799902,1.814926352692851,0,71,52,45,16,6,5,10,2
2019-05-22,33.10485150466786,0.24496283370059446,0,69,50,46,16,6,4,10,2
2019-05-23,32.992643292756256,1.0680722264093132,0,65,51,45,18,6,5,9,2
2019-05-24,34.06340152000456,1.7589253870237846,0,52,40,34,15,5,4,8,2
2019-05-25,33.34098590971213,0.820047573483486,0,51,41,35,13,5,4,8,2
2019-05-26,34.59821275128415,0.9639898354657341,0,56,41,39,14,4,4,7,2
2019-05-27,34.43205530795497,0.1409213553339166,0,70,49,45,17,6,4,9,2
2019-05-28,34.396554662162096,0.5562872808978216,0,70,51,46,17,6,4,10,2
2019-05-29,33.879774739116286,0.6490132983378947,0,67,50,43,17,6,5,8,2
2019-05-30,34.36098417103144,1.8902448974897739,0,64,52,42,17,6,4,10,2
2019-05-31,35.842100664346795,0.5653347210823181,0,54,38,36,15,4,4,7,2
2019-06-01,35.73507326127989,7.637085686525892,0,59,42,37,14,4,4,8,2
2019-06-02,34.402496470584445,19.639692096815313,0,54,42,36,14,4,4,7,2
2019-06-03,35.62368543710542,18.60862219085803,0,98,73,68,24,8,6,13,3
2019-06-04,36.41840468628297,10.843519800918607,0,65,50,46,18,6,4,10,2
2019-06-05,34.13859745341664,20.944353546139787,1,49,32,36,12,4,3,7,1
2019-06-06,36.49062706198757,25.501687551391235,0,66,52,46,17,6,5,9,2
2019-06-07,35.42214494220541,6.039473996164844,0,59,43,32,14,5,4,7,2
2019-06-08,36.79106615300183,17.453248588701058,0,83,62,56,20,7,5,11,3
2019-06-09,35.591063852359255,22.232760302567257,0,54,44,34,14,5,3,7,2
2019-06-10,34.68141350968529,11.307798176742178,0,67,51,46,18,6,5,9,2
2019-06-11,34.98880374453962,12.694272632328728,0,66,52,44,16,6,5,9,2
2019-06-12,36.792521134990835,20.340947574734596,0,64,51,49,17,6,5,9,2
2019-06-13,37.13025017395815,27.448382336093424,0,65,52,48,17,6,4,9,2
2019-06-14,36.090266645412065,25.248110507572484,0,81,57,52,19,7,6,10,3
2019-06-15,37.75515868159512,19.578255477489588,0,82,59,54,19,7,5,11,3
2019-06-16,35.57492032069016,23.25554294393123,0,56,45,38,14,5,4,8,2
2019-06-17,37.28809043099254,14.120561755194966,0,67,45,47,16,6,5,9,2
2019-06-18,36.2587046772031,21.024138202468944,0,71,51,45,16,5,5,9,2
2019-06-19,36.931221976983466,16.654539778188926,0,85,66,54,22,7,6,12,3
2019-06-20,37.74154694015579,9.748403411439023,0,90,66,57,22,7,6,11,3
2019-06-21,36.9425451454238,22.54345684693143,0,75,60,54,21,7,5,11,3
2019-06-22,37.52490102333795,18.91161593372055,0,69,61,56,19,7,5,10,3
2019-06-23,39.01990369096121,13.965539548839786,0,74,54,50,18,6,5,9,2
2019-06-24,37.53849872055046,27.783479751965768,0,64,51,44,17,5,4,9,2
2019-06-25,39.05045764508928,5.523352945668332,0,67,49,46,16,6,4,9,2
2019-06-26,37.18199940900046,12.8943287812374,0,83,66,55,22,7,6,12,3
2019-06-27,38.935988234260066,6.4220349444411635,0,95,71,62,23,7,6,12,3
2019-06-28,39.939739535933185,24.16318290554068,0,102,75,72,24,8,7,14,3
2019-06-29,36.11599508263074,22.552686352844816,0,81,57,53,20,7,5,11,2
2019-06-30,37.87766829182549,13.283805468407927,0,77,55,51,19,6,4,9,2
2019-07-01,39.335989178622974,21.891572555176825,0,69,50,44,17,5,5,9,2
2019-07-02,38.637629713390645,14.898430654898746,0,83,65,56,20,7,6,12,3
2019-07-03,39.2909593379668,23.906344785560858,0,71,49,45,17,6,4,9,2
2019-07-04,38.392323509806616,16.354591568417653,0,64,49,45,19,5,5,9,2
2019-07-05,39.15672791549926,15.30699319579164,0,100,75,71,24,8,7,13,3
2019-07-06,38.98560264646126,28.368247887207524,0,76,63,53,21,7,5,11,3
2019-07-07,40.37749493882615,11.271977497267507,0,56,40,38,13,4,4,8,2
2019-07-08,39.52983767909318,8.011183499914136,0,91,65,56,23,8,6,12,3
2019-07-09,39.67597495030445,19.613577831486452,0,73,58,46,18,6,5,9,2
2019-07-10,38.986683613296485,29.233045307104472,0,63,53,47,17,6,4,8,2
2019-07-11,38.96835765019893,14.445980343179667,0,66,50,44,17,6,5,9,2
2019-07-12,39.07800697513191,6.550919090719538,0,78,58,45,19,6,5,10,2
2019-07-13,39.956800408297354,13.482631682739186,0,75,55,49,20,6,5,9,3
2019-07-14,39.19031335790274,17.64829135798896,0,56,44,37,14,4,4,8,2
2019-07-15,39.94717423344496,9.048075165805344,0,82,64,58,21,7,6,12,3
2019-07-16,41.77604001716051,21.4525554514123,0,66,51,49,17,6,5,8,2
2019-07-17,40.61212925515589,29.943734725255016,0,91,65,57,24,8,6,11,3
2019-07-18,39.45245988288873,16.293486899536095,0,68,48,43,17,5,5,9,2
2019-07-19,41.014278624880035,13.868213918255316,0,57,46,35,14,5,4,7,2
2019-07-20,39.43666279449937,15.017604170861667,0,103,76,69,25,9,7,14,3
2019-07-21,37.835369888762,7.878654459880028,0,52,39,38,13,5,4,7,2
2019-07-22,38.89123863995613,27.081840035655595,0,71,50,44,17,6,5,9,2
2019-07-23,38.05143017315346,15.3706413880338,0,69,49,47,17,5,5,9,2
2019-07-24,39.59066558489822,14.681860285621033,0,98,68,62,22,8,6,12,3
2019-07-25,39.97760834066135,21.492256823261858,0,65,52,45,17,6,5,9,2
2019-07-26,41.649687043356835,16.05083552327809,0,83,63,52,19,7,5,11,3
2019-07-27,40.311281585319804,21.20583672019615,0,77,62,53,20,6,6,11,3
2019-07-28,39.77339958358797,6.536157253269687,0,56,41,32,14,5,4,7,2
2019-07-29,40.827090600982395,25.343083593055685,0,71,51,46,17,6,4,10,2
2019-07-30,37.788772088354015,28.512598821985065,0,79,65,57,23,7,5,11,3
2019-07-31,40.23478114465594,21.21913465398465,0,91,65,62,22,8,6,12,3
2019-08-01,40.766328000760545,28.86414822147027,0,66,52,46,17,6,4,9,2
2019-08-02,38.51021091007049,8.785807859249083,0,54,39,38,15,4,4,7,2
2019-08-03,41.122925651860854,16.93540473700884,0,82,65,54,20,7,5,12,3
2019-08-04,40.30508542503611,20.04516834863618,0,59,41,37,14,5,4,7,2
2019-08-05,39.53576519710618,19.543416185529665,0,89,67,57,21,8,6,12,3
2019-08-06,40.56535035878043,15.03654447722608,0,68,49,44,18,5,5,9,2
2019-08-07,42.18183349773894,13.452110234156535,0,68,49,45,17,6,5,9,2
2019-08-08,40.0686421573819,8.17060056376047,0,85,69,55,22,7,6,12,3
2019-08-09,40.10770208593864,14.793561264056954,0,53,44,39,14,5,4,7,2
2019-08-10,39.369904620259575,9.06652037763713,0,106,74,67,25,8,6,14,3
2019-08-11,38.94629254699011,23.35914191230546,0,57,45,38,14,5,4,7,2
2019-08-12,40.59044132286793,10.22077338736475,1,69,54,46,18,6,4,9,2
2019-08-13,38.86509814038175,6.464132632113346,0,118,90,82,29,10,8,15,4
2019-08-14,39.75094406746003,18.80915344543086,0,83,64,58,23,7,5,11,3
2019-08-15,39.157048038876376,19.88074331798504,1,70,53,49,17,6,5,9,2
2019-08-16,40.066157995619356,26.79782653201264,0,76,65,50,19,7,5,10,3
2019-08-17,39.87047207159141,19.424540310442048,0,76,59,56,20,6,5,11,3
2019-08-18,40.52115574437961,13.637021343086143,0,70,54,51,20,6,5,10,2
2019-08-19,38.91759503504946,25.075297038158013,0,69,50,44,16,6,5,9,2
2019-08-20,39.09893852766094,18.506972329685524,0,66,48,46,17,6,5,9,2
2019-08-21,38.328475594597485,6.982007115779794,0,65,56,43,17,5,5,9,2
2019-08-22,38.79861396185483,19.146264007831167,0,95,71,61,24,8,6,12,3
2019-08-23,39.55313675363879,27.70046363554156,0,79,61,52,20,7,5,10,3
2019-08-24,39.86303491758751,14.907815637455514,1,35,23,23,8,3,2,5,1
2019-08-25,38.11139269906922,12.408145047495001,0,81,55,49,18,6,5,10,3
2019-08-26,39.827998827454756,8.586736425450502,0,71,52,43,17,5,4,9,2
2019-08-27,40.23621108509988,8.786138048383933,0,71,49,44,16,6,4,9,2
2019-08-28,39.21355694295906,15.819287108545472,0,71,52,45,17,6,4,9,2
2019-08-29,40.59385899965128,19.891995604038236,0,65,50,44,17,6,4,9,2
2019-08-30,37.857632081395536,7.015385129240044,0,74,61,53,19,6,5,10,2
2019-08-31,37.29856699418685,28.489214725629143,0,77,64,55,20,6,6,11,3
2019-09-01,36.673770324626354,23.878340436129896,0,60,41,42,13,5,3,7,2
2019-09-02,39.855299105675556,19.665597957091567,0,86,66,61,22,8,6,12,3
2019-09-03,38.91790764359315,25.71096677347477,0,64,51,46,19,6,5,9,2
2019-09-04,38.1097958435487,7.004668920302832,0,67,52,44,16,6,5,9,2
2019-09-05,38.34476808952927,16.920971943328112,0,67,51,46,18,6,5,9,2
2019-09-06,36.836339590527786,20.752328171541585,0,104,78,69,26,8,7,14,3
2019-09-07,40.30225053040397,25.71632265295723,0,82,60,53,20,7,6,10,3
2019-09-08,37.87806159564563,24.58673900123169,0,83,65,59,20,7,6,11,3
2019-09-09,37.748280922510325,11.92673124283499,0,70,54,42,17,5,4,9,2
2019-09-10,38.25243489921878,28.522004238980106,1,46,37,31,13,4,3,7,2
2019-09-11,37.893229340222675,8.10864603577176,0,67,52,46,17,5,4,9,2
2019-09-12,37.519459565144004,26.878340465528805,0,70,52,45,17,6,4,9,2
2019-09-13,36.386294681314304,29.273506240115463,0,79,60,53,21,7,5,11,3
2019-09-14,37.52730445820777,9.42883808056564,0,77,60,52,20,7,5,11,3
2019-09-15,38.81483676534481,23.051651605094634,0,77,54,48,18,6,5,11,3
2019-09-16,38.15315414092514,6.007137969449961,0,65,54,48,17,6,4,9,2
2019-09-17,38.27382526877473,15.135570628478874,0,87,60,57,23,7,6,12,3
2019-09-18,36.04034789565967,17.90708247994185,0,69,51,46,17,5,5,8,2
2019-09-19,35.430942312107064,19.51613064774085,0,74,53,46,15,6,5,9,2
2019-09-20,36.161841225858694,28.39843120621399,0,99,70,63,25,8,7,13,3
2019-09-21,36.208570911921974,21.806267182354865,0,103,77,68,25,8,7,13,3
2019-09-22,37.11043215072017,17.031948780480924,0,77,55,48,17,7,5,11,3
2019-09-23,34.185387893209914,25.241875906647234,0,65,50,48,16,6,5,9,2
2019-09-24,37.267272998503856,28.763320523860223,0,91,70,58,23,8,6,12,3
2019-09-25,35.43788472552278,5.551653717057271,0,68,51,44,16,5,4,9,2
2019-09-26,35.02552331545909,29.563031806400968,0,90,62,57,22,7,6,12,3
2019-09-27,34.29519610635917,7.153303476592008,0,80,57,50,20,6,5,11,3
2019-09-28,33.505767238292755,25.359669481719035,0,82,63,57,20,7,6,10,3
2019-09-29,35.83558871841967,12.008368813785312,0,73,57,51,19,6,5,10,2
